pl_name,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_teff,st_rad,st_mass,st_met,st_logg
TOI-150.01,0.05582202530566272,0.188240709582763,0.9144719594502683,0.9578687583433867,1.5642857142857143,0.6330410562303711,0.7272099447513812,0.49333860968209997,0.8879811166035844,0.9219858156028367,0.7777777777777778,-0.9645776566757496
DS Tuc A b,0.3012872120083129,0.39691485961046674,0.3089004231348106,-0.338379109289873,-0.3071428571428571,0.09743475717526708,-0.03867403314917127,0.05698456667985754,0.14084931526208072,0.23100303951367776,-0.25925925925925924,-0.058328398576207335
HR 858 b,-0.28826232227553555,-0.13494239611334205,-0.29050182427670335,-0.5553760314045528,-0.3071428571428571,0.5246618637404397,0.930939226519337,0.5455744624719694,0.5549979713770492,0.6241134751773048,-0.16666666666666669,-0.5013623978201639
HR 858 c,0.07020862316315854,0.16335952217014238,-0.2967464926843667,-0.5397137539308328,-0.3071428571428571,0.3916523700943445,0.5953038674033149,0.5455744624719694,0.5549979713770492,0.6241134751773048,-0.16666666666666669,-0.5013623978201639
HR 858 d,0.5504566810874424,0.6898539929813244,-0.29124843483614665,-0.38649896424664126,-0.3071428571428571,0.22168610234897004,0.2527624309392265,0.5455744624719694,0.5549979713770492,0.6241134751773048,-0.16666666666666669,-0.5013623978201639
TOI-270 b,-0.33134805095784403,-0.3662101541570753,-0.4965656486030672,-0.733076147830893,-0.1878571428571428,-0.4474451975861184,-0.3839779005524862,-0.9571296662709405,-0.9068701387317316,-1.0334346504559269,-0.5833583891366659,1.0572207084468663
TOI-270 c,0.03090618647330598,-0.2547931996906521,-0.21351625771172966,-0.42098757782608826,-0.27571428571428563,-0.5587837632709164,-0.537292817679558,-0.9571296662709405,-0.9068701387317316,-1.0334346504559269,0.011564781259859824,1.0572207084468663
TOI-270 d,0.5609763305731614,0.23802401265203932,-0.2914974708900242,-0.5162760661566883,-0.25999999999999995,-0.8599506532190835,-0.6837016574585635,-0.9571296662709405,-0.9068701387317316,-1.0334346504559269,-0.2914472609643187,1.0572207084468663
GJ 357 b,-0.2261902863281138,-0.33183067603988464,-0.5232553669310946,-0.602347751091864,0.36806750039315345,-0.5187141982967475,-0.4972375690607735,-0.9576573011476058,-1.0008508617187866,-1.1225937183383992,-0.7037037037037037,1.2425068119891018
LTT 1445 A b,-0.008728449317350978,-0.2995628808581091,-0.4771559164721442,-0.6135638913098832,0.31372460069681296,-0.7005176133000368,-0.6174033149171271,-1.0524502077491331,-1.1511487183952553,-1.2948328267477203,-0.29057572958420425,1.4126764718846938
LP 791-18 b,-1.020093611345526,-0.7403165855808804,-0.5191906279537749,-0.5288962221046406,-0.07288484538816371,-0.3266791568881171,-0.43328729281767964,-1.2452183089302202,-1.3666782750368371,-1.5339412360688955,-0.5925925925925926,1.7193460490463222
LP 791-18 c,-0.05981474479429789,-0.4304208098577507,-0.17887738895239355,-0.38433795975780205,-0.30642857142857133,-0.7235642882371685,-0.6255625422224834,-1.2452183089302202,-1.3666782750368371,-1.5339412360688955,-0.5925925925925926,1.7193460490463222
TOI-163 b,-0.17558040343661038,0.003012554581013497,1.0343911238938108,0.7470102047340128,-0.3071428571428571,0.7487033731402227,1.0925414364640884,0.6199709800817834,1.0280164451473595,1.0926038500506585,0.5555555555555555,-0.8092643051771109
TOI-125 b,-0.10918049250722399,-0.08973351169168066,-0.12955497667592317,-0.31051025084026934,1.0785714285714287,0.239098685993459,0.21961325966850828,0.0,-0.03989427478036838,-0.07497467071935163,-0.33333333333333337,0.0871934604904633
TOI-125 c,0.3911030597168614,0.35160721082102603,-0.12296610881446461,-0.4040023238480664,0.1642857142857143,-0.004454082950321495,-0.0693370165745857,0.0,-0.03989427478036838,-0.07497467071935163,-0.33333333333333337,0.0871934604904633
HD 213885 b,-0.9941438548635788,-0.5779752212636383,-0.3578750561310746,-0.329817380702185,-0.3071428571428571,0.9532084568479003,1.7265193370165746,0.3471837488457987,0.3411833170754084,0.34853090172239115,-0.40740740740740744,-0.2760217983651231
TOI-813 b,2.2067561520364207,4.725911728434245,0.41381985676877775,0.028706040708312754,-0.3071428571428571,-0.33862306789031277,-0.3701657458563536,0.309721672602559,1.3385767281722372,0.8591691995947315,0.1111111111111111,-1.700272479564033
GJ 1252 b,-1.2331798935476175,-0.7194684473924333,-0.5256367159573542,-0.7526043679293893,-0.3071428571428571,0.15677368600704145,0.14308263093188678,-0.9824561403508771,-0.8832989143619413,-1.043566362715299,0.1111111111111111,1.003665797677432
L 168-9 b,-0.8411627285267488,-0.5673567379924153,-0.3898545437722606,-0.5236894945114828,-0.3071428571428571,0.14158427889679503,0.16574585635359115,-0.7798443477113837,-0.4602989938131979,-0.5714285714285714,-0.37037037037037035,0.9700272479564029
TOI-125 d,1.0117874433841196,1.1505311508526659,-0.08972437143701283,-0.21398495062140643,0.8928571428571428,-0.29926442710393075,-0.33135359116022095,0.0,-0.03989427478036838,-0.07497467071935163,-0.33333333333333337,0.0871934604904633
TOI-132 b,-0.6202392356582088,-0.4863896705698115,-0.0019243304810700602,-0.07585997531715742,0.11428571428571428,0.6723042579909497,0.7140883977900553,0.040627885503231764,0.0424920881455648,0.14994934143870303,0.3333333333333333,-0.010899182561306701
LHS 1815 b,-0.24659056203281748,-0.3497590556109222,-0.5622987899294475,-0.7215009340087051,-0.3071428571428571,-0.45652242168764584,-0.3773975232568504,-0.8848436881677879,-0.657340943841788,-0.7983789260385005,-0.7037037037037037,0.7792915531335138
TOI-1130 b,-0.20158822312579158,-0.18942388681116334,0.03758615904504471,-0.11034858889660439,0.06544285714285716,-0.011981367854287715,-0.07320441988950276,-0.5065294815987337,-0.2929681235792222,-0.3059777102330294,0.1481481481481481,0.17983651226157993
TOI-1130 c,0.32088628672130853,0.2288312667153202,0.8595733942715021,0.7051786206002801,-0.022857142857142815,0.11086300195204153,-0.3149171270718232,-0.5065294815987337,-0.2929681235792222,-0.3059777102330294,0.1481481481481481,0.17983651226157993
TOI-677 b,0.5508820815101557,0.682639383626947,0.8656602274744145,0.7503412314880623,2.9785714285714286,0.4805669408867551,0.2840111908845529,0.5144440047487139,0.5837842346377536,0.5775075987841946,-0.25925925925925924,-0.5258855585831053
HD 332231 b,0.9584927507694787,1.2622575150161401,0.6135877821639719,0.2655868107413785,-0.3071428571428571,0.08359569286491243,-0.11008287292817685,0.42632898034560085,0.5654980256681316,0.5434650455927049,-0.10000000000000003,-0.5122615803814706
LTT 3780 b,-1.1027948588915109,-0.7061094833901845,-0.48196128784176806,-0.6355658897486646,-0.3071428571428571,0.09569614383790861,0.034530386740331494,-1.035219628017412,-0.9068701387317316,-1.043566362715299,-0.03703703703703707,0.9972752043596721
