pl_name,PC1,PC2,PC3,PC4,Cluster_K2,Familia_Planeta
HD 73583 c,0.4142022370157114,1.3766363187517614,-0.2348806273701427,-0.0655537226393991,0,Familia 0 (Población Estándar)
HD 77946 b,0.2059802700830576,-1.036539928164212,0.5938138547529941,-0.1714368806591817,0,Familia 0 (Población Estándar)
HD 86226 c,-0.6612417327590258,-0.6236252909015924,-0.2128954702225521,-0.5760140692476736,0,Familia 0 (Población Estándar)
HD 93963 A b,-1.5313397164971387,-1.2492166402558509,-0.644895281499696,-0.3722147517729567,0,Familia 0 (Población Estándar)
HD 93963 A c,-0.7615010666416517,-0.804164944360726,-0.5894930725987683,-0.0537455970001973,0,Familia 0 (Población Estándar)
HIP 113103 b,-0.3684014329817432,0.8160702527488632,0.4254389202217304,-0.6871321769737668,0,Familia 0 (Población Estándar)
HIP 113103 c,0.2821483714917145,1.0765931200825196,0.3311750268997436,-0.584864659439414,0,Familia 0 (Población Estándar)
HIP 65 A b,-1.5007161622171727,-0.9551447665572758,-0.0564098913523695,1.1651685879384943,0,Familia 0 (Población Estándar)
HIP 67522 b,0.2186550731312549,-1.5223932023469482,-0.1248058567078396,0.5085313184194,0,Familia 0 (Población Estándar)
HIP 67522 c,0.985944933968836,-0.8637318605684985,-0.2669397621179722,0.1068258734292959,0,Familia 0 (Población Estándar)
HIP 8152 b,0.0243342092400639,0.1660123518895166,-0.765525186394149,-0.328787917929257,0,Familia 0 (Población Estándar)
HIP 8152 c,1.0550140108976516,0.5433171129437622,0.3505584225601719,-0.4813738989636443,0,Familia 0 (Población Estándar)
HIP 94235 b,0.4145724513614894,-0.5750854233843348,1.4047631383901042,-0.4851031588498978,0,Familia 0 (Población Estándar)
HIP 9618 b,0.8632317777297286,0.5265624830582096,-0.923707509291075,-0.2925412361857429,0,Familia 0 (Población Estándar)
HIP 9618 c,2.484015248471068,1.2080777624675194,-1.318616739352391,-0.1937044037369028,1,Familia 1 (Población Exótica/Atípica)
